16:19:54 INFO  manager.ApplicationManager - Chrome Driver was opened
16:19:58 INFO  manager.ApplicationManager - Current URL --> https://contacts-app.tobbymarshall815.vercel.app/home
16:19:59 INFO  TestBase - Starts test with name : loginSuccessDataProviderModel
16:19:59 INFO  TestBase - starts test if authorizated user
16:19:59 INFO  manager.MyListener - Before Find Elements By -->By.xpath: //button
16:20:02 INFO  manager.MyListener - After Find Elements By -->By.xpath: //button
16:20:02 INFO  manager.MyListener - List size is -->0
16:20:02 INFO  TestBase - User login with data: email User{email='noa@gmail.com', password='Nnoa12345$'}
16:20:02 INFO  manager.MyListener - Before Find Element By -->By.xpath: //a[@href='/login']
16:20:02 INFO  manager.MyListener - After Find Element By -->By.xpath: //a[@href='/login']
16:20:02 INFO  manager.MyListener - Before Find Element By -->By.xpath: //input[contains(@placeholder,'Email')]
16:20:02 INFO  manager.MyListener - After Find Element By -->By.xpath: //input[contains(@placeholder,'Email')]
16:20:03 INFO  manager.MyListener - Before Find Element By -->By.xpath: //input[@placeholder='Password']
16:20:03 INFO  manager.MyListener - After Find Element By -->By.xpath: //input[@placeholder='Password']
16:20:03 INFO  manager.MyListener - Before Find Element By -->By.xpath: //button[normalize-space()='Login']
16:20:03 INFO  manager.MyListener - After Find Element By -->By.xpath: //button[normalize-space()='Login']
16:20:03 INFO  manager.MyListener - Before Find Elements By -->By.xpath: //button
16:20:04 INFO  manager.MyListener - After Find Elements By -->By.xpath: //button
16:20:04 INFO  manager.MyListener - List size is -->1
16:20:04 INFO  TestBase - Assert passed 'is logged'
16:20:04 INFO  manager.MyListener - Before Find Element By -->By.xpath: //a[.='HOME']
16:20:04 INFO  manager.MyListener - After Find Element By -->By.xpath: //a[.='HOME']
16:20:06 INFO  TestBase - Starts test with name : loginSuccessDataProviderModel
16:20:06 INFO  TestBase - starts test if authorizated user
16:20:06 INFO  manager.MyListener - Before Find Elements By -->By.xpath: //button
16:20:06 INFO  manager.MyListener - After Find Elements By -->By.xpath: //button
16:20:06 INFO  manager.MyListener - List size is -->1
16:20:06 INFO  manager.MyListener - Before Find Element By -->By.xpath: //button
16:20:06 INFO  manager.MyListener - After Find Element By -->By.xpath: //button
16:20:06 INFO  TestBase - test was needed in logout status
16:20:06 INFO  TestBase - User login with data: email User{email='toldo@mail.uz', password='Ttoldo1$'}
16:20:06 INFO  manager.MyListener - Before Find Element By -->By.xpath: //a[@href='/login']
16:20:07 INFO  manager.MyListener - After Find Element By -->By.xpath: //a[@href='/login']
16:20:07 INFO  manager.MyListener - Before Find Element By -->By.xpath: //input[contains(@placeholder,'Email')]
16:20:07 INFO  manager.MyListener - After Find Element By -->By.xpath: //input[contains(@placeholder,'Email')]
16:20:07 INFO  manager.MyListener - Before Find Element By -->By.xpath: //input[@placeholder='Password']
16:20:07 INFO  manager.MyListener - After Find Element By -->By.xpath: //input[@placeholder='Password']
16:20:07 INFO  manager.MyListener - Before Find Element By -->By.xpath: //button[normalize-space()='Login']
16:20:07 INFO  manager.MyListener - After Find Element By -->By.xpath: //button[normalize-space()='Login']
16:20:07 INFO  manager.MyListener - Before Find Elements By -->By.xpath: //button
16:20:08 INFO  manager.MyListener - After Find Elements By -->By.xpath: //button
16:20:08 INFO  manager.MyListener - List size is -->1
16:20:08 INFO  TestBase - Assert passed 'is logged'
16:20:08 INFO  manager.MyListener - Before Find Element By -->By.xpath: //a[.='HOME']
16:20:08 INFO  manager.MyListener - After Find Element By -->By.xpath: //a[.='HOME']
