21:10:36 INFO  manager.ApplicationManager - Chrome Driver was opened
21:10:40 INFO  manager.ApplicationManager - Current URL --> https://contacts-app.tobbymarshall815.vercel.app/home
21:10:40 INFO  TestBase - Starts test with name : DeleteAllContactsSuccessClassWork
21:10:40 INFO  manager.MyListener - Before Find Elements By -->By.xpath: //button
21:10:43 INFO  manager.MyListener - After Find Elements By -->By.xpath: //button
21:10:43 INFO  manager.MyListener - List size is -->0
21:10:43 INFO  manager.MyListener - Before Find Element By -->By.xpath: //a[@href='/login']
21:10:43 INFO  manager.MyListener - After Find Element By -->By.xpath: //a[@href='/login']
21:10:44 INFO  manager.MyListener - Before Find Element By -->By.xpath: //input[contains(@placeholder,'Email')]
21:10:44 INFO  manager.MyListener - After Find Element By -->By.xpath: //input[contains(@placeholder,'Email')]
21:10:44 INFO  manager.MyListener - Before Find Element By -->By.xpath: //input[@placeholder='Password']
21:10:44 INFO  manager.MyListener - After Find Element By -->By.xpath: //input[@placeholder='Password']
21:10:44 INFO  manager.MyListener - Before Find Element By -->By.xpath: //button[normalize-space()='Login']
21:10:44 INFO  manager.MyListener - After Find Element By -->By.xpath: //button[normalize-space()='Login']
21:10:44 INFO  manager.MyListener - Before Find Element By -->By.xpath: //a[.='ADD']
21:10:46 INFO  manager.MyListener - After Find Element By -->By.xpath: //a[.='ADD']
21:10:46 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: input[placeholder='Name']
21:10:46 INFO  manager.MyListener - After Find Element By -->By.cssSelector: input[placeholder='Name']
21:10:46 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: input[placeholder='Last Name']
21:10:46 INFO  manager.MyListener - After Find Element By -->By.cssSelector: input[placeholder='Last Name']
21:10:47 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: input[placeholder='email']
21:10:47 INFO  manager.MyListener - After Find Element By -->By.cssSelector: input[placeholder='email']
21:10:47 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: input[placeholder='Phone']
21:10:47 INFO  manager.MyListener - After Find Element By -->By.cssSelector: input[placeholder='Phone']
21:10:47 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: input[placeholder='Address']
21:10:47 INFO  manager.MyListener - After Find Element By -->By.cssSelector: input[placeholder='Address']
21:10:47 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: input[placeholder='description']
21:10:47 INFO  manager.MyListener - After Find Element By -->By.cssSelector: input[placeholder='description']
21:10:47 INFO  manager.MyListener - Before Find Element By -->By.xpath: //b
21:10:47 INFO  manager.MyListener - After Find Element By -->By.xpath: //b
21:10:47 INFO  manager.MyListener - Before Find Elements By -->By.xpath: //div[@class='contact-page_leftdiv__yhyke']
21:10:48 INFO  manager.MyListener - After Find Elements By -->By.xpath: //div[@class='contact-page_leftdiv__yhyke']
21:10:48 INFO  manager.MyListener - List size is -->1
21:10:48 INFO  manager.MyListener - Before Find Element By -->By.xpath: //a[.='ADD']
21:10:48 INFO  manager.MyListener - After Find Element By -->By.xpath: //a[.='ADD']
21:10:48 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: input[placeholder='Name']
21:10:48 INFO  manager.MyListener - After Find Element By -->By.cssSelector: input[placeholder='Name']
21:10:48 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: input[placeholder='Last Name']
21:10:48 INFO  manager.MyListener - After Find Element By -->By.cssSelector: input[placeholder='Last Name']
21:10:48 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: input[placeholder='email']
21:10:48 INFO  manager.MyListener - After Find Element By -->By.cssSelector: input[placeholder='email']
21:10:49 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: input[placeholder='Phone']
21:10:49 INFO  manager.MyListener - After Find Element By -->By.cssSelector: input[placeholder='Phone']
21:10:49 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: input[placeholder='Address']
21:10:49 INFO  manager.MyListener - After Find Element By -->By.cssSelector: input[placeholder='Address']
21:10:49 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: input[placeholder='description']
21:10:49 INFO  manager.MyListener - After Find Element By -->By.cssSelector: input[placeholder='description']
21:10:49 INFO  manager.MyListener - Before Find Element By -->By.xpath: //b
21:10:49 INFO  manager.MyListener - After Find Element By -->By.xpath: //b
21:10:50 INFO  manager.HelperBase - Provider added contact --> Contact(name=Gigi, lastName=Buffon, email=buffon@mail.it113, phone=+39574123113, address=Parma, description=Goalkeeper)
21:10:50 INFO  manager.MyListener - Before Find Element By -->By.xpath: //a[.='ADD']
21:10:50 INFO  manager.MyListener - After Find Element By -->By.xpath: //a[.='ADD']
21:10:50 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: input[placeholder='Name']
21:10:51 INFO  manager.MyListener - After Find Element By -->By.cssSelector: input[placeholder='Name']
21:10:51 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: input[placeholder='Last Name']
21:10:51 INFO  manager.MyListener - After Find Element By -->By.cssSelector: input[placeholder='Last Name']
21:10:51 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: input[placeholder='email']
21:10:51 INFO  manager.MyListener - After Find Element By -->By.cssSelector: input[placeholder='email']
21:10:51 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: input[placeholder='Phone']
21:10:51 INFO  manager.MyListener - After Find Element By -->By.cssSelector: input[placeholder='Phone']
21:10:51 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: input[placeholder='Address']
21:10:51 INFO  manager.MyListener - After Find Element By -->By.cssSelector: input[placeholder='Address']
21:10:52 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: input[placeholder='description']
21:10:52 INFO  manager.MyListener - After Find Element By -->By.cssSelector: input[placeholder='description']
21:10:52 INFO  manager.MyListener - Before Find Element By -->By.xpath: //b
21:10:52 INFO  manager.MyListener - After Find Element By -->By.xpath: //b
21:10:53 INFO  manager.HelperBase - Provider added contact --> Contact(name=Gigi, lastName=Buffon, email=buffon@mail.it171, phone=+39574123171, address=Parma, description=Goalkeeper)
21:10:53 INFO  manager.MyListener - Before Find Element By -->By.xpath: //a[.='ADD']
21:10:53 INFO  manager.MyListener - After Find Element By -->By.xpath: //a[.='ADD']
21:10:53 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: input[placeholder='Name']
21:10:53 INFO  manager.MyListener - After Find Element By -->By.cssSelector: input[placeholder='Name']
21:10:53 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: input[placeholder='Last Name']
21:10:53 INFO  manager.MyListener - After Find Element By -->By.cssSelector: input[placeholder='Last Name']
21:10:53 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: input[placeholder='email']
21:10:53 INFO  manager.MyListener - After Find Element By -->By.cssSelector: input[placeholder='email']
21:10:54 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: input[placeholder='Phone']
21:10:54 INFO  manager.MyListener - After Find Element By -->By.cssSelector: input[placeholder='Phone']
21:10:54 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: input[placeholder='Address']
21:10:54 INFO  manager.MyListener - After Find Element By -->By.cssSelector: input[placeholder='Address']
21:10:54 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: input[placeholder='description']
21:10:54 INFO  manager.MyListener - After Find Element By -->By.cssSelector: input[placeholder='description']
21:10:55 INFO  manager.MyListener - Before Find Element By -->By.xpath: //b
21:10:55 INFO  manager.MyListener - After Find Element By -->By.xpath: //b
21:10:56 INFO  manager.HelperBase - Provider added contact --> Contact(name=Gigi, lastName=Buffon, email=buffon@mail.it191, phone=+39574123191, address=Parma, description=Goalkeeper)
21:10:56 INFO  manager.MyListener - Before Find Elements By -->By.cssSelector: .contact-item_card__2SOIM h3
