21:22:48 INFO  manager.ApplicationManager - Chrome Driver was opened
21:22:51 INFO  manager.ApplicationManager - Current URL --> https://contacts-app.tobbymarshall815.vercel.app/home
21:22:52 INFO  TestBase - Starts test with name : DeleteOneContactSuccessClassWork
21:22:52 INFO  manager.MyListener - Before Find Elements By -->By.xpath: //button
21:22:55 INFO  manager.MyListener - After Find Elements By -->By.xpath: //button
21:22:55 INFO  manager.MyListener - List size is -->0
21:22:55 INFO  manager.MyListener - Before Find Element By -->By.xpath: //a[@href='/login']
21:22:55 INFO  manager.MyListener - After Find Element By -->By.xpath: //a[@href='/login']
21:22:55 INFO  manager.MyListener - Before Find Element By -->By.xpath: //input[contains(@placeholder,'Email')]
21:22:55 INFO  manager.MyListener - After Find Element By -->By.xpath: //input[contains(@placeholder,'Email')]
21:22:56 INFO  manager.MyListener - Before Find Element By -->By.xpath: //input[@placeholder='Password']
21:22:56 INFO  manager.MyListener - After Find Element By -->By.xpath: //input[@placeholder='Password']
21:22:56 INFO  manager.MyListener - Before Find Element By -->By.xpath: //button[normalize-space()='Login']
21:22:56 INFO  manager.MyListener - After Find Element By -->By.xpath: //button[normalize-space()='Login']
21:22:56 INFO  manager.MyListener - Before Find Elements By -->By.xpath: //div[@class='contact-page_leftdiv__yhyke']
21:22:57 INFO  manager.MyListener - After Find Elements By -->By.xpath: //div[@class='contact-page_leftdiv__yhyke']
21:22:57 INFO  manager.MyListener - List size is -->1
21:22:57 INFO  manager.MyListener - Before Find Element By -->By.xpath: //a[.='ADD']
21:22:57 INFO  manager.MyListener - After Find Element By -->By.xpath: //a[.='ADD']
21:22:57 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: input[placeholder='Name']
21:22:57 INFO  manager.MyListener - After Find Element By -->By.cssSelector: input[placeholder='Name']
21:22:58 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: input[placeholder='Last Name']
21:22:58 INFO  manager.MyListener - After Find Element By -->By.cssSelector: input[placeholder='Last Name']
21:22:58 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: input[placeholder='email']
21:22:58 INFO  manager.MyListener - After Find Element By -->By.cssSelector: input[placeholder='email']
21:22:58 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: input[placeholder='Phone']
21:22:58 INFO  manager.MyListener - After Find Element By -->By.cssSelector: input[placeholder='Phone']
21:22:58 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: input[placeholder='Address']
21:22:59 INFO  manager.MyListener - After Find Element By -->By.cssSelector: input[placeholder='Address']
21:22:59 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: input[placeholder='description']
21:22:59 INFO  manager.MyListener - After Find Element By -->By.cssSelector: input[placeholder='description']
21:22:59 INFO  manager.MyListener - Before Find Element By -->By.xpath: //b
