20:15:58 INFO  manager.ApplicationManager - Chrome Driver was opened
20:16:02 INFO  manager.ApplicationManager - Current URL --> https://contacts-app.tobbymarshall815.vercel.app/home
20:16:02 INFO  TestBase - Starts test with name : loginSuccess
20:16:02 INFO  TestBase - starts test if authorizated user
20:16:02 INFO  manager.MyListener - Before Find Elements -->By.xpath: //button
20:16:05 INFO  manager.MyListener - After Find Elements -->By.xpath: //button
20:16:05 INFO  manager.MyListener - List size is -->0
20:16:05 INFO  manager.MyListener - Before Find Element -->By.xpath: //a[@href='/login']
20:16:06 INFO  manager.MyListener - After Find Element -->By.xpath: //a[@href='/login']
20:16:06 INFO  manager.MyListener - Before Find Element -->By.xpath: //input[@placeholder='Email']
20:16:06 INFO  manager.MyListener - After Find Element -->By.xpath: //input[@placeholder='Email']
20:16:06 INFO  manager.MyListener - Before Find Element -->By.xpath: //input[@placeholder='Password']
20:16:06 INFO  manager.MyListener - After Find Element -->By.xpath: //input[@placeholder='Password']
20:16:06 INFO  TestBase - user with email--> noa@gmail.com and password --> Nnoa12345$
20:16:06 INFO  manager.MyListener - Before Find Element -->By.xpath: //button[normalize-space()='Login']
20:16:07 INFO  manager.MyListener - After Find Element -->By.xpath: //button[normalize-space()='Login']
20:16:07 INFO  manager.MyListener - Before Find Elements -->By.xpath: //button
20:16:08 INFO  manager.MyListener - After Find Elements -->By.xpath: //button
20:16:08 INFO  manager.MyListener - List size is -->1
20:16:08 INFO  TestBase - Assert passed ---> 'is logged'
20:16:08 INFO  manager.MyListener - Before Find Element -->By.xpath: //a[.='HOME']
20:16:08 INFO  manager.MyListener - After Find Element -->By.xpath: //a[.='HOME']
